,,,Date of load 2023 04 05,,,,,,,,,,,,,,,,,,
,NO.,CODE,DESCRIPTION,EURO,COLLI,KG,VALUE,,,,,,,,,,,,,,
3656,,,,,,"5,5",,,,,,,,,,,,,,,
3352,,,,,,"23,8",,,,,,,,,,,,,,,
3540,,,,,,"10,8",,,,,,,,,,,,,,,
3393,,,,,,"15,3",,,,,,,,,,,,,,,
3659,,,,,,"23,4",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,сток онил,,,,,,,,,,,,,,,,,,
3901,,,онил взрослый,,,"665,4",,,,,,,,,,,,,,,
3902,,,онил детский,,,"266,7",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
3717,,,кроссовки,,,256,,,,,,,,,,,,,,,
3717,,,кроссовки,,,96,,,,,,,,,,,,,,,
3719,,,джинсы,,,264,,,,,,,,,,,,,,,
3718,,,ремни,,,80,,,,,,,,,,,,,,,
3720,,,куртки джинс,,,20,,,,,,,,,,,,,,,
3716,,,Очки,,,456,,,,,,,,,,,,,,,
3727,,,Чехлы,,,33,,,,,,,,,,,,,,,
3717,,,кроссовки,,,320,,,,,,,,,,,,,,,
3716,,,Очки,,,300,,,,06.05,,,,,,,,,,,
3727,,,Чехлы,,,490,,,,06.05,,,,,,,,,,,
3717,,,кроссовки,,,128,,,,08.05,,,,,,,,,,,
3728,,,кроксы,,,100,,,,08.05,,,,,,,,,,,
3716,,,Очки,,,200,,,,16.05,,,,,,,,,,,
3727,,,Чехлы,,,200,,,,16.05,,,,,,,,,,,
3716,,,Очки,,,400,,,,28.05,,,,,,,,,,,
3727,,,Чехлы,,,187,,,,28.05,,,,,,,,,,,
3730,,,очки детские ,,,1200,,,,28.05,,,,,,,,,,,
1,,,разное,,,10000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
3727,,,Чехлы,,,110,,,,12.06,,,,,,,,,,,
3716,,,Очки,,,202,,,,12.06,,,,,,,,,,,
3719,,,джинсы,,,85,,,,13.06,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
3004,001.,EX WA,EXTRA ADULT GB,"4,80€",5,175,"840,00€",,,02.06,,,,,,,,,,,
3054,003.,EX WCH,EXTRA WINTER CHILDREN,"5,30€",5,150,"795,00€",,,,,,,,,,,,,,
3269,004.,EX MTR,EXTRA MAN TROUSERS,"3,00€",2,70,"210,00€",,,,,,,,,,,,,,
3205,006.,EX WTR W,EXTRA WOMAN TROUSERS WINTER,"3,00€",3,81,"243,00€",,,,,,,,,,,,,,
3001,007.,EX JT,EXTRA JEANS,"3,00€",5,175,"525,00€",,,,,,,,,,,,,,
3091,009.,EX PSW,EXTRA POLAR SWEATER,"4,00€",15,300,"1 200,00 €",,,,,,,,,,,,,,
3003,010.,EX SP,EXTRA SPORT,"5,80€",6,150,"870,00€",,,,,,,,,,,,,,
3674,012.,EX WST,EXTRA WINTER WAISTCOAT,"6,00€",2,40,"240,00€",,,,,,,,,,,,,,
3002,014.,EX WJ,EXTRA WINTER JACKET,"4,50€",5,125,"562,50€",,,,,,,,,,,,,,
3029,023.,EX HB,EXTRA HANDBAG,"3,50€",6,150,"525,00€",,,,,,,,,,,,,,
3082,025.,EX PJ,EXTRA PYJAMAS,"2,40€",5,150,"360,00€",,,,,,,,,,,,,,
3217,027.,HC,HOUSE COAT,"3,20€",1,35,"112,00€",,,,,,,,,,,,,,
3185,032.,EX GL,EXTRA GLOVES,"5,30€",5,50,"265,00€",,,,,,,,,,,,,,
3064,035.,CR WA,CREAM WINTER,"9,80€",8,280,"2 744,00 €",,,,,,,,,,,,,,
3248,037.,CR WCH,CREAM WINTER CHILDREN GB,"10,00€",5,150,"1 500,00 €",,,,,,,,,,,,,,
3077,040.,EX WXXL,EXTRA WINTER ADULT XXL SIZE,"5,50€",15,525,"2 887,50 €",,,,,,,,,,,,,,
3117,041.,CR WSW,CREAM WINTER SWEATER,"5,80€",10,250,"1 450,00 €",,,,,,,,,,,,,,
3193,042.,CR PSW,CREAM POLAR SWEATER,"7,30€",5,100,"730,00€",,,,,,,,,,,,,,
3048,043.,CR SP,CREAM SPORT,"8,50€",6,150,"1 275,00 €",,,,,,,,,,,,,,
3089,045.,CR WST,CREAM WINTER WAISTCOAT,"8,70€",2,40,"348,00€",,,,,,,,,,,,,,
3047,046.,CR LJ,CREAM LIGHT JACKET,"7,00€",10,350,"2 450,00 €",,,,,,,,,,,,,,
3069,047.,CR WJ,CREAM WINTER JACKET,"8,50€",10,250,"2 125,00 €",,,,,,,,,,,,,,
3261,049.,MTSH A,"MEN T-SHIRT ""A""","2,30€",15,525,"1 207,50 €",,,,,,,,,,,,,,
3186,053.,CR FC,CREAM FUR COAT,"12,10€",1,30,"363,00€",,,,,,,,,,,,,,
3188,054.,CR AFC,CREAM ARTIFICAL FUR COAT,"8,20€",3,60,"492,00€",,,,,,,,,,,,,,
